"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Malik Beasley","SG",26,"93","55","1472","UTA",13,265,669,0.396,169,471,0.359,96,198,0.485,0.522,37,44,0.841,27,170,197,93,44,8,60,75,736,"","11.5",".535",".704",".066","2.0","12.3","7.2","9.0","1.4","0.5","8.0","21.2","0.3","1.0","1.2",".040","-0.4","-1.2","-1.6","0.2"
"Malik Beasley","SG",26,"93","81","2093","TOT",27,370,937,0.395,235,658,0.357,135,279,0.484,0.52,50,65,0.769,35,248,283,124,65,9,90,107,1025,"","10.9",".531",".702",".069","1.8","12.5","7.3","8.4","1.5","0.4","8.5","21.1","-0.2","1.6","1.4",".032","-0.9","-1.0","-2.0","0.0"
"Malik Monk","SG",24,"90","77","1719","SAC",0,357,796,0.448,143,398,0.359,214,398,0.538,0.538,184,207,0.889,32,171,203,298,49,20,146,125,1041,"6MOY-5","16.6",".587",".500",".260","2.1","11.3","6.7","25.0","1.4","1.0","14.1","25.8","2.1","1.2","3.2",".091","1.6","-1.4","0.3","1.0"
"Mamadi Diakite","C",26,"436","22","176","CLE",2,24,50,0.48,7,21,0.333,17,29,0.586,0.55,2,2,1,8,22,30,8,4,9,12,26,57,"","9.0",".560",".420",".040","5.4","14.7","10.0","6.3","1.1","4.7","19.1","16.0","-0.1","0.3","0.2",".051","-4.9","1.6","-3.4","-0.1"
"Marcus Morris","PF",33,"145","65","1825","LAC",65,274,643,0.426,112,308,0.364,162,335,0.484,0.513,68,87,0.782,29,229,258,114,42,21,56,136,728,"","10.5",".534",".479",".135","1.8","13.9","7.9","8.9","1.1","1.0","7.6","17.6","0.4","1.6","2.0",".053","-1.8","-0.2","-1.9","0.0"
"Marcus Smart","PG",28,"153","61","1957","BOS",61,250,602,0.415,115,342,0.336,135,260,0.519,0.511,88,118,0.746,46,145,191,382,93,23,143,172,703,"","12.1",".538",".568",".196","2.6","8.0","5.3","26.4","2.3","1.0","17.9","17.8","1.0","2.7","3.7",".092","-1.8","0.8","-1.0","0.5"
"MarJon Beauchamp","SF",22,"316","52","701","MIL",11,96,243,0.395,47,142,0.331,49,101,0.485,0.492,27,37,0.73,38,77,115,35,21,7,45,71,266,"","8.2",".513",".584",".152","5.9","11.0","8.5","6.7","1.4","0.8","14.8","18.3","-0.4","0.8","0.4",".027","-4.1","-0.6","-4.8","-0.5"
"Mark Williams","C",21,"264","43","828","CHO",17,160,251,0.637,0,0,NA,160,251,0.637,0.637,67,97,0.691,93,211,304,18,28,45,40,94,387,"","19.8",".659",".000",".386","11.7","27.7","19.6","3.3","1.6","4.7","12.0","17.0","1.5","1.3","2.8",".163","-0.5","0.6","0.1","0.4"
"Markelle Fultz","PG",24,"118","60","1778","ORL",60,349,679,0.514,27,87,0.31,322,592,0.544,0.534,112,143,0.783,69,165,234,341,87,26,139,131,837,"","16.6",".564",".128",".211","4.4","10.5","7.4","29.8","2.4","1.4","15.8","21.3","1.7","2.0","3.7",".100","-0.1","0.7","0.5","1.2"
"Markieff Morris","PF",33,"395","27","285","BRK",1,33,82,0.402,20,49,0.408,13,33,0.394,0.524,10,10,1,13,46,59,25,8,5,14,33,96,"","10.7",".556",".598",".122","5.2","17.7","11.6","11.8","1.4","1.5","13.9","15.6","0.1","0.3","0.4",".074","-1.8","-0.1","-1.9","0.0"
"Markieff Morris","PF",33,"395","35","355","TOT",2,47,115,0.409,28,71,0.394,19,44,0.432,0.53,10,10,1,13,58,71,31,9,5,18,48,132,"","10.4",".553",".617",".087","4.2","18.2","11.3","12.2","1.2","1.2","13.1","17.2","0.1","0.4","0.4",".059","-2.3","-0.4","-2.7","-0.1"
"Markieff Morris","PF",33,"395","8","70","DAL",1,14,33,0.424,8,22,0.364,6,11,0.545,0.545,0,0,NA,0,12,12,6,1,0,4,15,36,"","9.1",".545",".667",".000","0.0","20.2","10.0","13.7","0.7","0.0","10.8","23.9","0.0","0.1","0.0",".002","-4.4","-1.4","-5.8","-0.1"
"Marko Simonovic","C",23,"521","7","20","CHI",0,2,7,0.286,1,4,0.25,1,3,0.333,0.357,1,2,0.5,1,1,2,0,0,0,0,5,6,"","-0.1",".381",".571",".286","5.8","5.6","5.7","0.0","0.0","0.0","0.0","17.4","0.0","0.0","0.0","-0.052","-10.5","-3.8","-14.4","-0.1"
"Marvin Bagley III","C",23,"228","42","990","DET",25,202,382,0.529,19,66,0.288,183,316,0.579,0.554,81,108,0.75,94,175,269,36,19,30,46,81,504,"","17.2",".587",".173",".283","10.2","20.2","15.1","5.9","0.9","2.7","9.7","20.4","1.3","0.7","2.0",".095","0.3","-1.2","-0.9","0.3"
"Mason Plumlee","C",32,"114","23","457","LAC",4,64,88,0.727,0,0,NA,64,88,0.727,0.727,44,57,0.772,42,117,159,40,11,12,30,56,172,"","18.2",".761",".000",".648","10.4","28.4","19.5","12.3","1.2","2.3","21.0","13.7","1.2","0.6","1.8",".190","0.1","1.2","1.4","0.4"
"Mason Plumlee","C",32,"114","56","1597","CHO",56,265,396,0.669,0,0,NA,265,396,0.669,0.669,155,256,0.605,187,354,541,205,35,35,87,161,685,"","20.0",".673",".000",".646","12.2","24.1","18.1","18.7","1.0","1.9","14.6","15.7","4.3","1.8","6.1",".183","1.5","0.9","2.4","1.8"
"Mason Plumlee","C",32,"114","79","2054","TOT",60,329,484,0.68,0,0,NA,329,484,0.68,0.68,199,313,0.636,229,471,700,245,46,47,117,217,857,"","19.6",".689",".000",".647","11.8","25.1","18.4","17.3","1.1","2.0","15.8","15.2","5.5","2.4","7.9",".185","1.2","1.0","2.2","2.2"
"Matisse Thybulle","SF",25,"301","49","591","PHI",6,50,116,0.431,21,63,0.333,29,53,0.547,0.522,9,12,0.75,20,43,63,23,45,14,8,65,130,"","10.0",".536",".543",".103","4.1","8.5","6.3","5.1","3.8","2.2","6.2","9.8","0.3","0.9","1.3",".102","-3.2","3.3","0.1","0.3"
"Matisse Thybulle","SF",25,"301","71","1200","2TM",28,110,253,0.435,54,148,0.365,56,105,0.533,0.542,19,28,0.679,40,100,140,53,83,32,24,113,293,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matisse Thybulle","SF-SG",25,"473","71","1200","TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.5",".552",".585",".111","3.9","9.7","6.8","5.9","3.4","2.4","8.3","10.6","0.6","1.5","2.1",".086","-2.7","2.2","-0.5","0.4"
"Matisse Thybulle","SG",25,"301","22","609","POR",22,60,137,0.438,33,85,0.388,27,52,0.519,0.558,10,16,0.625,20,57,77,30,38,18,16,48,163,"","11.0",".566",".620",".117","3.7","10.8","7.3","6.6","3.0","2.6","10.0","11.4","0.3","0.6","0.9",".070","-2.2","1.1","-1.2","0.1"
"Matt Ryan","SF",25,"403","12","129","LAL",0,15,49,0.306,13,35,0.371,2,14,0.143,0.439,4,5,0.8,2,12,14,4,2,0,3,14,47,"","4.6",".459",".714",".102","1.7","9.6","5.8","4.0","0.7","0.0","5.5","17.7","-0.1","0.1","0.0","-0.014","-4.3","-1.4","-5.7","-0.1"
"Matt Ryan","SF",25,"403","22","181","MIN",0,25,59,0.424,19,49,0.388,6,10,0.6,0.585,6,7,0.857,2,10,12,12,3,1,4,13,75,"","10.6",".604",".831",".119","1.3","6.1","3.7","8.9","0.8","0.5","6.1","15.6","0.2","0.1","0.3",".084","-0.2","-1.6","-1.7","0.0"
"Matt Ryan","SF",25,"403","34","310","TOT",0,40,108,0.37,32,84,0.381,8,24,0.333,0.519,10,12,0.833,4,22,26,16,5,1,7,27,122,"","8.1",".538",".778",".111","1.4","7.6","4.6","6.9","0.8","0.3","5.8","16.5","0.1","0.2","0.3",".044","-1.9","-1.5","-3.4","-0.1"
"Matthew Dellavedova","PG",32,"448","32","213","SAC",0,17,50,0.34,9,27,0.333,8,23,0.348,0.43,4,7,0.571,1,12,13,41,7,0,10,20,47,"","6.7",".443",".540",".140","0.5","6.4","3.5","23.4","1.6","0.0","15.9","12.7","0.0","0.1","0.1",".021","-4.4","-0.8","-5.2","-0.2"
"Max Christie","SG",19,"397","41","512","LAL",3,44,106,0.415,26,62,0.419,18,44,0.409,0.538,14,16,0.875,7,68,75,21,9,7,13,33,128,"","7.4",".566",".585",".151","1.5","13.8","7.8","5.1","0.8","1.2","10.3","10.4","0.1","0.5","0.6",".058","-3.2","0.0","-3.1","-0.1"
"Max Strus","SF",26,"109","80","2272","MIA",33,324,790,0.41,197,563,0.35,127,227,0.559,0.535,78,89,0.876,49,209,258,171,42,12,70,166,923,"","10.8",".557",".713",".113","2.4","11.2","6.7","11.2","0.9","0.5","7.8","17.6","1.5","1.9","3.4",".071","-0.8","-0.9","-1.7","0.2"
"Maxi Kleber","PF",31,"343","37","930","DAL",5,77,169,0.456,39,112,0.348,38,57,0.667,0.571,27,38,0.711,30,105,135,52,12,30,27,85,220,"","8.7",".592",".663",".225","3.7","13.3","8.4","7.5","0.6","2.9","12.7","10.3","0.7","0.6","1.3",".067","-2.2","0.0","-2.2","0.0"
"McKinley Wright IV","PG",24,"408","27","335","DAL",1,46,98,0.469,9,28,0.321,37,70,0.529,0.515,13,19,0.684,9,38,47,58,8,5,19,24,114,"","12.4",".536",".286",".194","3.1","13.4","8.2","25.2","1.2","1.3","15.2","16.9","0.2","0.2","0.5",".069","-1.9","-0.8","-2.7","-0.1"
"Meyers Leonard","C",30,"459","9","114","MIL",2,14,29,0.483,7,18,0.389,7,11,0.636,0.603,8,9,0.889,12,22,34,1,2,0,6,16,43,"","12.0",".652",".621",".310","11.4","19.4","15.5","1.2","0.8","0.0","15.4","14.4","0.2","0.1","0.3",".126","-2.8","-2.2","-5.0","-0.1"
"Mfiondu Kabengele","PF",25,"520","4","36","BOS",0,2,7,0.286,0,3,0,2,4,0.5,0.286,2,2,1,5,5,10,0,2,0,1,3,6,"","8.1",".381",".429",".286","15.4","14.9","15.2","0.0","2.7","0.0","11.3","10.8","0.0","0.1","0.1",".067","-6.6","-2.4","-8.9","-0.1"
"Micah Potter","PF",24,"481","7","52","UTA",0,10,15,0.667,4,7,0.571,6,8,0.75,0.8,0,0,NA,3,13,16,4,1,0,2,5,24,"","18.6",".800",".467",".000","6.3","26.7","16.6","11.2","0.9","0.0","11.8","13.7","0.2","0.0","0.2",".186","2.4","1.2","3.5","0.1"
"Michael Carter-Williams","PG",31,"495","4","44","ORL",0,6,14,0.429,1,3,0.333,5,11,0.455,0.464,4,7,0.571,1,4,5,7,1,1,4,5,17,"","9.0",".498",".214",".500","2.6","10.3","6.4","22.6","1.1","2.2","19.0","20.6","0.0","0.0","0.0","-0.003","-5.1","-1.2","-6.3","0.0"
"Michael Foster Jr.","PF",20,"537","1","1","PHI",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"","0.0","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0",".010","-7.2","-1.9","-9.2","0.0"
"Michael Porter Jr.","SF",24,"86","62","1798","DEN",62,398,817,0.487,188,454,0.414,210,363,0.579,0.602,96,120,0.8,64,277,341,65,37,29,68,119,1080,"","16.8",".621",".556",".147","4.2","17.2","10.9","5.3","1.0","1.4","7.3","22.7","2.6","1.8","4.3",".116","2.0","-1.8","0.2","1.0"
"Mikal Bridges","SF",26,"20","56","2040","PHO",56,354,764,0.463,101,261,0.387,253,503,0.503,0.529,156,174,0.897,56,187,243,201,65,45,78,115,965,"","14.8",".574",".342",".228","3.0","10.4","6.6","14.1","1.6","2.0","8.5","19.2","2.7","2.2","4.9",".116","0.4","0.6","1.0","1.6"
"Mikal Bridges","SF-SG",26,"58","83","2963","TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.8",".587",".349",".279","2.9","10.8","6.8","13.7","1.5","1.8","8.2","22.6","4.4","3.1","7.5",".121","1.5","0.2","1.7","2.8"
"Mikal Bridges","SG",26,"20","27","923","BRK",27,239,503,0.475,68,181,0.376,171,322,0.531,0.543,160,179,0.894,23,98,121,72,26,16,49,44,706,"","21.3",".607",".360",".356","2.9","11.7","7.4","12.9","1.4","1.5","7.8","30.3","1.7","0.8","2.5",".133","4.0","-0.8","3.3","1.2"
"Mikal Bridges","SG",26,"20","83","2963","2TM",83,593,1267,0.468,169,442,0.382,424,825,0.514,0.535,316,353,0.895,79,285,364,273,91,61,127,159,1671,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Conley","PG",35,"128","24","753","MIN",24,108,235,0.46,58,138,0.42,50,97,0.515,0.583,63,73,0.863,16,59,75,120,29,4,29,45,337,"","16.1",".631",".587",".311","2.4","8.6","5.6","21.5","1.8","0.5","9.8","16.8","1.8","0.7","2.5",".158","1.5","0.6","2.0","0.7"
"Mike Conley","PG",35,"128","43","1276","UTA",42,153,375,0.408,77,213,0.362,76,162,0.469,0.511,78,96,0.813,17,90,107,330,44,10,74,94,461,"","13.9",".552",".568",".256","1.5","7.5","4.5","34.0","1.6","0.7","15.1","16.1","2.2","0.8","3.0",".113","0.7","-0.5","0.2","0.7"
"Mike Conley","PG",35,"128","67","2029","TOT",66,261,610,0.428,135,351,0.385,126,259,0.486,0.539,141,169,0.834,33,149,182,450,73,14,103,139,798,"","14.7",".583",".575",".277","1.8","7.9","4.9","29.4","1.7","0.6","13.1","16.3","4.1","1.4","5.5",".130","1.0","-0.1","0.9","1.5"
"Mike Muscala","C",31,"267","20","323","BOS",4,42,89,0.472,25,65,0.385,17,24,0.708,0.612,9,13,0.692,14,54,68,12,4,5,9,28,118,"","11.6",".623",".730",".146","4.8","18.0","11.5","5.0","0.6","1.3","8.7","14.0","0.4","0.4","0.8",".116","-1.5","0.1","-1.4","0.1"
"Mike Muscala","C",31,"267","43","622","OKC",5,89,203,0.438,56,142,0.394,33,61,0.541,0.576,31,39,0.795,23,112,135,38,11,19,14,70,265,"","13.8",".602",".700",".192","3.9","19.7","11.6","8.2","0.8","2.8","6.0","15.7","1.0","0.7","1.7",".134","0.3","-0.1","0.1","0.3"
"Mike Muscala","C",31,"267","63","945","TOT",9,131,292,0.449,81,207,0.391,50,85,0.588,0.587,40,52,0.769,37,166,203,50,15,24,23,98,383,"","13.0",".608",".709",".178","4.2","19.1","11.6","7.1","0.8","2.3","6.8","15.1","1.4","1.1","2.5",".128","-0.3","-0.1","-0.4","0.4"
"Miles McBride","PG",22,"341","64","760","NYK",2,77,215,0.358,40,134,0.299,37,81,0.457,0.451,28,42,0.667,13,37,50,72,37,8,25,60,222,"","8.4",".475",".623",".195","1.9","5.4","3.6","12.4","2.4","1.0","9.7","14.6","0.0","0.7","0.7",".047","-3.6","1.4","-2.3","-0.1"
"Mitchell Robinson","C",24,"249","59","1591","NYK",58,188,280,0.671,0,0,NA,188,280,0.671,0.671,59,122,0.484,267,288,555,53,56,109,41,160,435,"","18.9",".652",".000",".436","18.4","20.0","19.2","4.5","1.7","6.5","10.9","10.1","4.0","2.6","6.5",".197","1.0","1.4","2.4","1.7"
"Mo Bamba","C",24,"287","40","681","ORL",6,106,214,0.495,43,108,0.398,63,106,0.594,0.596,35,51,0.686,47,137,184,42,12,38,22,86,290,"","16.3",".613",".505",".238","7.8","22.8","15.3","9.0","0.9","5.4","8.5","16.3","1.2","0.9","2.1",".150","0.4","0.9","1.3","0.6"
"Mo Bamba","C",24,"287","49","769","TOT",7,117,241,0.485,48,124,0.387,69,117,0.59,0.585,41,62,0.661,58,167,225,46,13,43,30,105,323,"","15.7",".602",".515",".257","8.5","24.2","16.4","8.7","0.8","5.3","10.1","16.6","1.1","1.1","2.2",".139","-0.2","0.7","0.5","0.5"
"Mo Bamba","C",24,"287","9","88","LAL",1,11,27,0.407,5,16,0.313,6,11,0.545,0.5,6,11,0.545,11,30,41,4,1,5,8,19,33,"","11.4",".518",".593",".407","13.9","35.3","24.9","6.0","0.5","4.8","20.1","19.1","-0.1","0.2","0.1",".054","-5.3","-0.2","-5.5","-0.1"
"Monte Morris","PG",27,"188","62","1695","WAS",61,247,515,0.48,78,204,0.382,169,311,0.543,0.555,64,77,0.831,26,184,210,326,43,13,60,75,636,"","15.0",".579",".396",".150","1.8","11.6","6.9","26.4","1.2","0.6","9.9","15.6","3.1","1.1","4.2",".120","0.8","-0.4","0.5","1.1"
"Montrezl Harrell","C",29,"290","57","681","PHI",7,125,209,0.598,0,6,0,125,203,0.616,0.598,70,101,0.693,67,92,159,33,17,25,35,75,320,"","17.6",".631",".029",".483","11.8","15.7","13.8","7.4","1.2","3.4","12.1","18.9","1.3","0.8","2.2",".153","-0.9","-0.4","-1.3","0.1"
"Moritz Wagner","C",25,"200","57","1109","ORL",18,198,396,0.5,51,163,0.313,147,233,0.631,0.564,153,182,0.841,69,190,259,84,37,13,68,136,600,"","17.4",".630",".412",".460","7.0","19.4","13.2","11.5","1.6","1.1","12.5","21.1","2.1","1.3","3.4",".149","0.4","0.2","0.6","0.7"
"Moses Brown","C",23,"380","2","6","BRK",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,1,0,1,1,0,"","-2.6","","","","0.0","0.0","0.0","0.0","8.1","0.0","100.0","7.4","0.0","0.0","0.0","-0.129","-12.7","2.8","-9.9","0.0"
"Moses Brown","C",23,"380","34","288","LAC",1,61,96,0.635,0,0,NA,61,96,0.635,0.635,33,72,0.458,57,82,139,4,3,14,14,38,155,"","22.7",".607",".000",".750","22.4","31.5","27.0","2.2","0.5","4.3","9.9","21.5","0.7","0.4","1.1",".185","0.9","-1.3","-0.4","0.1"
"Moses Brown","C",23,"380","36","294","TOT",1,61,96,0.635,0,0,NA,61,96,0.635,0.635,33,72,0.458,57,82,139,4,4,14,15,39,155,"","22.2",".607",".000",".750","22.0","30.9","26.5","2.1","0.7","4.2","10.5","21.2","0.7","0.4","1.1",".179","0.6","-1.2","-0.6","0.1"
"Moses Moody","SG",20,"295","63","817","GSW",3,108,227,0.476,49,135,0.363,59,92,0.641,0.584,37,53,0.698,28,77,105,51,18,7,34,54,302,"","10.3",".603",".595",".233","3.8","10.2","7.1","8.2","1.0","0.8","12.0","14.6","0.7","0.6","1.3",".076","-1.7","-0.9","-2.6","-0.1"
"Moussa Diabaté","C",21,"435","22","195","LAC",1,24,47,0.511,1,2,0.5,23,45,0.511,0.521,10,16,0.625,31,19,50,4,7,8,9,15,59,"","14.2",".546",".043",".340","18.0","10.8","14.4","2.8","1.8","3.6","14.3","14.1","0.2","0.2","0.4",".105","-1.9","-0.8","-2.8","0.0"
"Myles Turner","C",26,"81","62","1825","IND",62,402,733,0.548,93,249,0.373,309,484,0.638,0.612,216,276,0.783,88,378,466,89,36,140,103,215,1113,"","20.0",".651",".340",".377","5.4","22.9","14.2","7.5","0.9","6.6","10.8","22.0","3.4","2.0","5.4",".142","1.4","0.7","2.1","1.9"
"Naji Marshall","SF",25,"156","77","1792","NOP",21,247,571,0.433,66,218,0.303,181,353,0.513,0.49,138,175,0.789,48,231,279,189,54,14,97,113,698,"","11.4",".539",".382",".306","3.0","14.6","8.8","14.4","1.5","0.7","13.0","17.8","0.5","2.0","2.5",".068","-1.9","0.0","-1.9","0.1"
"Nassir Little","SF",22,"282","54","976","POR",4,134,303,0.442,58,158,0.367,76,145,0.524,0.538,33,46,0.717,27,114,141,50,20,20,36,66,359,"","10.2",".555",".521",".152","3.2","13.5","8.3","7.3","1.0","1.8","10.0","16.0","0.2","0.4","0.7",".032","-1.6","-1.4","-3.0","-0.3"
"Nathan Knight","C",25,"393","38","291","MIN",0,46,81,0.568,8,22,0.364,38,59,0.644,0.617,39,57,0.684,22,34,56,13,10,6,21,41,139,"","14.5",".655",".272",".704","8.6","12.8","10.8","6.1","1.6","1.8","16.5","18.7","0.4","0.3","0.7",".116","-2.4","-0.8","-3.2","-0.1"
"Naz Reid","C",23,"133","68","1251","MIN",11,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,73,260,333,77,42,53,92,176,781,"","18.5",".617",".376",".220","6.6","22.8","14.9","9.6","1.6","3.7","12.7","24.8","1.1","1.9","3.0",".114","0.3","0.8","1.0","1.0"
"Neemias Queta","C",23,"505","5","29","SAC",0,6,9,0.667,0,0,NA,6,9,0.667,0.667,0,2,0,5,6,11,1,0,2,1,7,12,"","17.0",".607",".000",".222","19.8","23.5","21.7","5.0","0.0","6.0","9.2","16.1","0.1","0.0","0.1",".149","-2.6","-0.8","-3.4","0.0"
"Nerlens Noel","C",28,"469","14","152","DET",3,12,30,0.4,1,2,0.5,11,28,0.393,0.417,7,10,0.7,7,30,37,7,13,9,8,25,32,"","10.0",".465",".067",".333","5.0","22.6","13.5","6.2","4.1","5.2","18.9","11.9","-0.1","0.3","0.1",".040","-5.1","3.1","-2.0","0.0"
"Nerlens Noel","C",28,"469","17","195","TOT",4,13,36,0.361,1,2,0.5,12,34,0.353,0.375,8,12,0.667,10,36,46,10,16,10,13,32,35,"","7.9",".424",".056",".333","5.6","21.0","13.1","6.7","4.0","4.5","23.9","12.0","-0.3","0.3","0.0",".007","-6.5","2.6","-3.8","-0.1"
"Nerlens Noel","C",28,"469","3","43","BRK",1,1,6,0.167,0,0,NA,1,6,0.167,0.167,1,2,0.5,3,6,9,3,3,1,5,7,3,"","0.3",".218",".000",".333","8.0","15.3","11.8","8.3","3.4","2.0","42.1","12.2","-0.2","0.1","-0.1","-0.112","-11.3","1.0","-10.3","-0.1"
"Nic Claxton","C",23,"104","76","2271","BRK",76,414,587,0.705,0,2,0,414,585,0.708,0.705,133,246,0.541,184,518,702,144,65,189,96,212,961,"DPOY-9","20.8",".691",".003",".419","9.3","25.1","17.4","9.3","1.4","7.1","12.1","15.4","5.2","4.0","9.2",".195","0.9","2.2","3.1","2.9"
"Nick Richards","C",25,"217","65","1217","CHO",9,197,313,0.629,1,1,1,196,312,0.628,0.631,137,183,0.749,147,269,416,38,11,71,59,154,532,"","18.3",".676",".003",".585","12.6","24.0","18.2","4.5","0.4","5.1","13.0","15.6","2.7","1.5","4.2",".165","-1.0","-0.2","-1.3","0.2"
"Nickeil Alexander-Walker","SG",24,"277","23","356","MIN",0,48,125,0.384,26,72,0.361,22,53,0.415,0.488,13,21,0.619,7,35,42,32,8,7,10,30,135,"","9.6",".503",".576",".168","2.2","10.8","6.6","12.0","1.1","1.7","6.9","17.3","0.0","0.3","0.3",".044","-2.5","-0.5","-3.0","-0.1"
"Nickeil Alexander-Walker","SG",24,"277","36","528","UTA",3,83,170,0.488,35,87,0.402,48,83,0.578,0.591,27,39,0.692,8,51,59,76,24,14,45,58,228,"","13.0",".609",".512",".229","1.7","10.3","6.0","19.9","2.2","2.2","19.4","18.4","0.3","0.5","0.8",".074","-0.6","1.1","0.5","0.3"
"Nickeil Alexander-Walker","SG",24,"277","59","884","TOT",3,131,295,0.444,61,159,0.384,70,136,0.515,0.547,40,60,0.667,15,86,101,108,32,21,55,88,363,"","11.6",".565",".539",".203","1.9","10.5","6.3","16.7","1.7","2.0","14.6","17.9","0.3","0.8","1.1",".062","-1.4","0.4","-0.9","0.2"
"Nicolas Batum","PF",34,"236","78","1709","LAC",19,160,381,0.42,124,317,0.391,36,64,0.563,0.583,34,48,0.708,62,237,299,121,54,44,50,149,478,"","11.0",".594",".832",".126","4.1","15.4","9.8","9.4","1.5","2.3","11.1","11.5","1.7","1.9","3.6",".101","-0.8","1.2","0.5","1.0"
"Nikola Jokić","C",27,"17","69","2323","DEN",69,646,1022,0.632,57,149,0.383,589,873,0.675,0.66,341,415,0.822,167,650,817,678,87,47,247,174,1690,"MVP-2,CPOY-13,AS,NBA2","31.5",".701",".146",".406","8.5","31.3","20.2","46.6","1.8","1.8","17.0","27.2","11.2","3.8","14.9",".308","8.5","4.5","13.0","8.8"
"Nikola Jović","PF",19,"427","15","204","MIA",8,28,69,0.406,8,35,0.229,20,34,0.588,0.464,18,19,0.947,9,22,31,10,7,2,10,19,82,"","10.6",".530",".507",".275","5.0","13.1","8.9","7.3","1.7","1.0","11.4","19.0","0.0","0.2","0.2",".053","-3.4","0.0","-3.4","-0.1"
