"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Hamidou Diallo","SF",24,"220","56","996","DET",0,215,375,0.573,5,21,0.238,210,354,0.593,0.58,87,148,0.588,57,137,194,55,53,16,71,124,522,"","15.7",".593",".056",".395","6.2","15.7","10.8","9.2","2.6","1.4","13.9","21.8","0.4","0.9","1.3",".063","-1.8","0.4","-1.4","0.1"
"Harrison Barnes","PF",30,"62","82","2662","SAC",82,374,791,0.473,132,353,0.374,242,438,0.553,0.556,350,413,0.847,87,279,366,128,57,10,86,103,1230,"","14.1",".632",".446",".522","3.8","11.9","7.9","6.3","1.0","0.3","8.1","17.1","5.1","1.4","6.5",".118","0.5","-1.5","-1.0","0.7"
"Haywood Highsmith","PF",26,"333","54","969","MIA",11,93,216,0.431,37,109,0.339,56,107,0.523,0.516,13,28,0.464,57,131,188,43,36,17,45,82,236,"","8.5",".517",".505",".130","6.7","16.4","11.4","6.2","1.9","1.8","16.5","12.5","-0.3","1.3","0.9",".046","-3.7","0.7","-3.1","-0.3"
"Herbert Jones","PF",24,"179","66","1951","NOP",66,235,501,0.469,56,167,0.335,179,334,0.536,0.525,123,161,0.764,97,172,269,162,103,42,88,208,649,"","12.1",".567",".333",".321","5.6","10.0","7.8","11.1","2.6","2.1","13.3","14.5","1.5","2.7","4.2",".104","-1.9","1.7","-0.3","0.8"
"Immanuel Quickley","SG",23,"65","81","2344","NYK",21,419,936,0.448,168,454,0.37,251,482,0.521,0.537,203,248,0.819,58,279,337,279,80,14,100,166,1209,"6MOY-2","16.3",".578",".485",".265","2.7","13.1","7.9","17.4","1.7","0.6","8.7","20.9","4.4","2.3","6.7",".137","1.3","0.4","1.7","2.1"
"Isaac Okoro","SF",22,"234","76","1652","CLE",46,175,354,0.494,62,171,0.363,113,183,0.617,0.582,78,103,0.757,52,135,187,87,56,30,42,158,490,"","10.7",".614",".483",".291","3.7","9.6","6.7","7.0","1.7","1.7","9.5","11.9","1.9","2.3","4.2",".122","-1.9","1.6","-0.3","0.7"
"Isaiah Hartenstein","C",24,"259","82","1626","NYK",8,175,327,0.535,8,37,0.216,167,290,0.576,0.547,48,71,0.676,209,327,536,102,53,64,66,213,406,"","14.2",".567",".113",".217","14.1","22.2","18.1","8.3","1.6","3.7","15.6","11.2","2.2","2.4","4.6",".136","-1.5","1.2","-0.3","0.7"
"Isaiah Jackson","C",21,"243","63","1042","IND",12,179,318,0.563,2,14,0.143,177,304,0.582,0.566,95,146,0.651,113,169,282,51,31,93,51,154,455,"","17.5",".595",".044",".459","12.1","18.0","15.0","7.0","1.4","7.7","11.8","17.4","1.5","1.2","2.7",".124","-1.7","0.9","-0.8","0.3"
"Isaiah Joe","SG",23,"161","73","1395","OKC",10,224,508,0.441,161,394,0.409,63,114,0.553,0.599,82,100,0.82,27,148,175,88,48,8,39,105,691,"","14.5",".626",".776",".197","2.0","11.6","6.7","8.7","1.6","0.5","6.6","17.7","2.5","1.3","3.8",".131","1.3","-0.4","0.9","1.0"
"Isaiah Livers","PF",24,"283","52","1199","DET",22,120,288,0.417,74,203,0.365,46,85,0.541,0.545,32,39,0.821,28,115,143,41,28,28,30,103,346,"","8.4",".567",".705",".135","2.5","11.0","6.6","4.8","1.1","2.1","9.0","11.9","0.5","0.5","1.0",".041","-2.1","-0.3","-2.4","-0.1"
"Isaiah Mobley","PF",23,"340","12","84","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.1",".521",".286",".143","5.6","22.4","14.0","5.0","2.4","3.3","3.3","16.4","0.1","0.2","0.2",".135","-2.5","1.1","-1.4","0.0"
"Isaiah Mobley","PF",23,"470","13","84","CLE",0,12,28,0.429,3,8,0.375,9,20,0.45,0.482,4,4,1,4,16,20,3,4,3,1,8,31,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaiah Roby","PF",24,"368","42","474","SAS",2,67,155,0.432,18,60,0.3,49,95,0.516,0.49,20,41,0.488,21,86,107,38,18,7,31,53,172,"","9.3",".497",".387",".265","4.7","20.6","12.3","10.7","1.8","1.2","15.2","17.8","-0.4","0.3","-0.1","-0.011","-4.0","-0.6","-4.6","-0.3"
"Isaiah Stewart","C",21,"204","50","1414","DET",47,195,441,0.442,67,205,0.327,128,236,0.542,0.518,110,149,0.738,115,288,403,70,20,34,68,133,567,"","13.1",".560",".465",".338","8.7","23.3","15.8","7.3","0.7","2.1","11.8","17.3","1.1","0.9","2.0",".068","-1.0","-1.1","-2.1","0.0"
"Isaiah Todd","PF",21,"513","6","61","WAS",1,3,19,0.158,1,10,0.1,2,9,0.222,0.184,2,2,1,2,10,12,4,1,0,2,4,9,"","-1.0",".226",".526",".105","3.8","17.6","10.9","7.9","0.8","0.0","9.1","15.6","-0.2","0.0","-0.2","-0.147","-10.3","-3.9","-14.2","-0.2"
"Ish Smith","PG",34,"411","43","398","DEN",0,52,131,0.397,2,12,0.167,50,119,0.42,0.405,2,4,0.5,5,49,54,100,8,7,44,33,108,"","6.5",".407",".092",".031","1.5","13.8","7.8","32.5","1.0","1.6","24.9","19.3","-0.8","0.4","-0.5","-0.056","-5.5","-1.1","-6.6","-0.5"
"Ish Wainright","SF",28,"325","60","915","PHO",2,84,227,0.37,57,173,0.329,27,54,0.5,0.496,26,31,0.839,45,94,139,53,38,22,22,117,251,"","9.2",".522",".762",".137","5.3","11.6","8.4","7.4","2.0","2.2","8.4","12.2","0.5","1.2","1.7",".089","-2.7","1.5","-1.2","0.2"
"Ivica Zubac","C",25,"126","76","2170","LAC",76,326,514,0.634,0,2,0,326,512,0.637,0.634,166,238,0.697,236,520,756,77,29,98,117,219,818,"","16.7",".661",".004",".463","12.3","26.5","19.5","5.1","0.7","4.0","15.9","14.8","3.8","2.9","6.7",".149","-1.1","0.2","-0.9","0.6"
"Ja Morant","PG",23,"24","61","1948","MEM",59,566,1214,0.466,92,300,0.307,474,914,0.519,0.504,372,497,0.748,61,296,357,493,66,16,206,100,1596,"MVP-12,AS","23.3",".557",".247",".409","3.3","16.1","9.7","41.1","1.6","0.7","12.6","34.9","3.4","2.6","6.0",".148","5.2","0.5","5.7","3.8"
"Jabari Smith Jr.","PF",19,"98","79","2451","HOU",79,364,892,0.408,120,391,0.307,244,501,0.487,0.475,162,206,0.786,122,447,569,101,43,74,104,227,1010,"","11.2",".514",".438",".231","5.4","20.3","12.7","5.9","0.9","3.0","9.6","18.4","0.5","1.4","1.9",".037","-2.3","-1.3","-3.7","-1.1"
"Jabari Walker","SF",20,"344","56","619","POR",0,83,198,0.419,16,56,0.286,67,142,0.472,0.46,34,45,0.756,48,83,131,34,10,13,29,69,216,"","9.6",".496",".283",".227","8.8","15.5","12.2","7.8","0.8","1.9","11.8","17.3","-0.1","0.3","0.2",".015","-3.9","-2.1","-6.1","-0.6"
"Jack White","SF",25,"488","17","66","DEN",0,8,19,0.421,3,9,0.333,5,10,0.5,0.5,2,3,0.667,6,11,17,4,3,2,2,9,21,"","12.6",".517",".474",".158","10.7","18.6","14.8","7.7","2.2","2.7","9.0","14.7","0.1","0.1","0.1",".108","-2.6","0.7","-1.9","0.0"
"Jacob Gilyard","PG",24,"529","1","41","MEM",0,1,3,0.333,1,3,0.333,0,0,NA,0.5,0,0,NA,0,4,4,7,3,0,2,3,3,"","7.3",".500","1.000",".000","0.0","10.3","5.2","19.4","3.5","0.0","40.0","5.1","0.0","0.1","0.1",".079","-7.8","1.7","-6.1","0.0"
"Jaden Hardy","SG",20,"254","48","708","DAL",5,146,333,0.438,63,156,0.404,83,177,0.469,0.533,65,79,0.823,11,78,89,65,17,7,46,64,420,"","14.6",".571",".468",".237","1.8","13.0","7.3","14.9","1.2","0.9","11.1","26.4","0.2","0.5","0.7",".048","-0.4","-1.9","-2.3","0.0"
"Jaden Ivey","SG",20,"66","74","2304","DET",73,409,983,0.416,120,350,0.343,289,633,0.457,0.477,266,356,0.747,73,215,288,387,61,17,237,242,1204,"ROY-6","12.1",".528",".356",".362","3.4","10.7","6.9","26.2","1.3","0.7","17.2","25.4","-0.9","0.8","0.0","-0.001","-1.4","-1.9","-3.3","-0.7"
"Jaden McDaniels","SF",22,"105","79","2416","MIN",79,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,"","12.0",".611",".376",".201","4.3","9.8","7.1","8.4","1.5","2.7","12.6","15.8","2.0","2.4","4.4",".087","-1.7","0.5","-1.2","0.5"
"Jaden Springer","SG",20,"461","16","89","PHI",2,17,35,0.486,2,5,0.4,15,30,0.5,0.514,6,8,0.75,6,8,14,8,7,3,3,15,42,"","17.2",".545",".143",".229","8.1","10.4","9.3","13.8","3.9","3.1","7.2","20.8","0.1","0.2","0.3",".145","-2.6","2.9","0.3","0.1"
"Jae Crowder","PF",32,"400","18","340","MIL",3,45,94,0.479,24,55,0.436,21,39,0.538,0.606,10,12,0.833,17,52,69,27,12,6,7,27,124,"","14.6",".624",".585",".128","5.4","15.3","10.6","10.6","1.7","1.4","6.6","13.2","0.7","0.5","1.2",".165","0.1","1.1","1.2","0.3"
"Jae'Sean Tate","SF",27,"308","31","677","HOU",7,110,229,0.48,13,46,0.283,97,183,0.53,0.509,50,69,0.725,41,77,118,84,21,7,47,106,283,"","12.2",".546",".201",".301","6.6","12.6","9.6","18.2","1.5","1.0","15.3","18.8","0.4","0.3","0.7",".049","-2.8","-0.7","-3.5","-0.3"
"Jake LaRavia","PF",21,"412","35","414","MEM",0,37,95,0.389,24,71,0.338,13,24,0.542,0.516,7,9,0.778,19,44,63,21,12,4,18,49,105,"","6.7",".531",".747",".095","4.9","11.3","8.1","6.2","1.4","0.9","15.4","11.7","0.0","0.5","0.5",".054","-3.9","0.4","-3.5","-0.2"
"Jakob Poeltl","C",27,"111","26","707","TOR",25,150,230,0.652,0,0,NA,150,230,0.652,0.652,41,72,0.569,84,153,237,56,30,34,29,77,341,"","23.1",".652",".000",".313","12.5","26.4","19.0","12.1","2.1","4.7","10.0","17.5","1.9","1.2","3.1",".209","2.2","1.5","3.6","1.0"
"Jakob Poeltl","C",27,"111","46","1199","SAS",46,239,388,0.616,0,1,0,239,387,0.618,0.616,78,129,0.605,152,264,416,141,36,52,96,118,556,"","19.7",".625",".003",".332","13.3","25.0","18.9","17.0","1.4","3.6","17.8","18.6","1.8","1.1","2.9",".115","0.5","0.4","0.9","0.9"
"Jakob Poeltl","C",27,"111","72","1906","TOT",71,389,618,0.629,0,1,0,389,617,0.63,0.629,119,201,0.592,236,417,653,197,66,86,125,195,897,"","21.0",".635",".002",".325","13.0","25.5","19.0","15.2","1.7","4.0","15.0","18.2","3.7","2.2","6.0",".150","1.1","0.8","1.9","1.9"
"Jalen Brunson","PG",26,"22","68","2379","NYK",68,587,1195,0.491,134,322,0.416,453,873,0.519,0.547,325,392,0.829,40,201,241,421,61,15,142,152,1633,"MVP-12,CPOY-4","21.2",".597",".269",".328","1.8","9.3","5.6","28.7","1.3","0.6","9.4","27.2","6.9","1.8","8.7",".175","4.4","-0.5","3.9","3.5"
"Jalen Duren","C",19,"196","67","1670","DET",31,258,398,0.648,0,2,0,258,396,0.652,0.648,96,157,0.611,229,366,595,75,44,59,92,182,612,"","17.3",".655",".005",".394","14.7","25.1","19.7","6.8","1.3","3.1","16.5","14.3","2.9","1.6","4.5",".129","-0.4","-0.4","-0.8","0.5"
"Jalen Green","SG",20,"18","76","2602","HOU",76,566,1359,0.416,187,554,0.338,379,805,0.471,0.485,364,463,0.786,43,241,284,281,59,18,200,131,1683,"","14.5",".538",".408",".341","1.8","10.3","6.0","17.3","1.1","0.7","11.3","28.1","1.4","0.5","1.8",".034","0.5","-2.6","-2.1","0.0"
"Jalen Johnson","SF",21,"263","70","1042","ATL",6,158,322,0.491,30,104,0.288,128,218,0.587,0.537,49,78,0.628,51,231,282,83,38,34,41,113,395,"","14.1",".554",".323",".242","5.3","24.6","14.8","10.4","1.7","2.8","10.3","16.0","0.8","1.3","2.1",".099","-1.2","1.5","0.3","0.6"
"Jalen McDaniels","SF",25,"138","24","419","PHI",3,60,123,0.488,12,30,0.4,48,93,0.516,0.537,28,34,0.824,19,57,76,19,17,5,13,51,160,"","12.5",".580",".244",".276","5.5","15.8","10.7","6.5","2.0","1.1","8.6","16.1","0.4","0.5","1.0",".109","-2.5","-0.1","-2.6","-0.1"
"Jalen McDaniels","SF",25,"138","56","1494","CHO",21,221,494,0.447,65,202,0.322,156,292,0.534,0.513,88,104,0.846,44,226,270,111,66,29,80,158,595,"","11.6",".551",".409",".211","3.1","16.5","9.6","10.5","2.1","1.7","12.9","17.5","0.1","1.7","1.8",".057","-2.7","0.7","-2.0","0.0"
"Jalen McDaniels","SF",25,"138","80","1913","TOT",24,281,617,0.455,77,232,0.332,204,385,0.53,0.518,116,138,0.841,63,283,346,130,83,34,93,209,755,"","11.8",".557",".376",".224","3.6","16.3","9.9","9.6","2.1","1.6","12.1","17.2","0.5","2.2","2.7",".068","-2.7","0.6","-2.1","-0.1"
"Jalen Smith","C",22,"182","68","1279","IND",31,242,508,0.476,54,191,0.283,188,317,0.593,0.53,104,137,0.759,129,265,394,66,21,60,72,153,642,"","15.9",".565",".376",".270","11.2","22.9","17.1","7.6","0.8","4.0","11.2","21.0","1.1","1.1","2.3",".085","-0.9","-1.1","-2.1","0.0"
"Jalen Suggs","SG",21,"219","53","1246","ORL",19,186,444,0.419,66,202,0.327,120,242,0.496,0.493,86,119,0.723,55,106,161,155,67,27,94,120,524,"","12.5",".528",".455",".268","5.0","9.6","7.3","18.0","2.6","2.1","15.9","20.3","-0.2","1.5","1.4",".053","-1.8","0.8","-1.0","0.3"
"Jalen Williams","SG",21,"88","75","2276","OKC",62,414,794,0.521,73,205,0.356,341,589,0.579,0.567,155,191,0.812,84,253,337,248,103,35,123,191,1056,"ROY-2","15.6",".601",".258",".241","3.9","12.2","7.9","15.4","2.1","1.4","12.3","18.4","3.0","2.6","5.6",".119","-0.4","0.7","0.3","1.3"
"Jamal Cain","PF",23,"416","18","240","MIA",0,37,66,0.561,7,20,0.35,30,46,0.652,0.614,17,22,0.773,15,37,52,12,11,1,6,21,98,"","16.5",".647",".303",".333","7.1","18.7","12.7","7.6","2.3","0.4","7.3","15.1","0.5","0.3","0.8",".169","-0.5","1.3","0.8","0.2"
"Jamal Murray","PG",25,"51","65","2133","DEN",65,473,1041,0.454,172,432,0.398,301,609,0.494,0.537,180,216,0.833,48,209,257,400,66,16,145,103,1298,"","18.0",".571",".415",".207","2.7","11.0","6.9","27.5","1.5","0.7","11.3","26.1","3.3","1.9","5.1",".116","2.6","-1.3","1.3","1.8"
"Jamaree Bouyea","PG",23,"501","1","6","WAS",0,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,1,0,"","-6.9",".000","1.000",".000","0.0","17.9","9.3","0.0","0.0","0.0","0.0","7.2","0.0","0.0","0.0","-0.150","-16.1","-1.7","-17.8","0.0"
"Jamaree Bouyea","PG",23,"501","4","65","MIA",0,6,13,0.462,2,5,0.4,4,8,0.5,0.538,1,2,0.5,1,4,5,4,4,2,4,5,15,"","7.8",".540",".385",".154","1.7","7.5","4.5","8.6","3.1","3.1","22.4","12.2","-0.1","0.1","0.0",".029","-4.9","1.9","-2.9","0.0"
"Jamaree Bouyea","PG",23,"501","5","71","TOT",0,6,14,0.429,2,6,0.333,4,8,0.5,0.5,1,2,0.5,1,5,6,4,4,2,4,6,15,"","6.5",".504",".429",".143","1.6","8.4","4.9","7.8","2.8","2.9","21.2","11.8","-0.1","0.1","0.0",".013","-5.8","1.6","-4.2","0.0"
"James Bouknight","SG",22,"357","34","515","CHO",0,69,193,0.358,33,109,0.303,36,84,0.429,0.443,20,30,0.667,8,64,72,41,14,5,32,49,191,"","6.2",".463",".565",".155","1.6","13.5","7.5","11.1","1.3","0.8","13.4","19.5","-0.8","0.4","-0.4","-0.040","-5.4","-1.1","-6.5","-0.6"
"James Harden","PG",33,"64","58","2135","PHI",58,371,842,0.441,161,418,0.385,210,424,0.495,0.536,313,361,0.867,40,314,354,618,71,31,195,112,1216,"","21.6",".607",".496",".429","2.3","17.1","9.8","43.3","1.6","1.4","16.3","25.0","5.8","2.6","8.4",".188","5.1","0.3","5.4","4.0"
"James Johnson","PF",35,"444","18","162","IND",1,22,49,0.449,3,15,0.2,19,34,0.559,0.48,4,8,0.5,4,26,30,15,7,6,8,32,51,"","8.4",".486",".306",".163","2.7","17.8","10.3","12.6","2.1","3.2","13.2","15.7","-0.1","0.2","0.1",".017","-5.7","1.2","-4.4","-0.1"
"James Wiseman","C",21,"245","21","262","GSW",0,59,94,0.628,1,2,0.5,58,92,0.63,0.633,26,38,0.684,18,55,73,14,3,7,14,39,145,"","17.1",".655",".021",".404","7.7","22.7","15.3","8.0","0.5","2.4","11.2","20.0","0.5","0.3","0.8",".144","-1.3","-0.5","-1.7","0.0"
"James Wiseman","C",21,"245","24","605","DET",22,130,245,0.531,3,18,0.167,127,227,0.559,0.537,42,59,0.712,55,139,194,16,4,20,37,69,305,"","15.0",".563",".073",".241","9.8","26.3","17.8","4.4","0.3","2.9","12.0","21.7","0.2","0.4","0.6",".049","-2.5","-1.8","-4.3","-0.4"
"James Wiseman","C",21,"245","45","867","TOT",22,189,339,0.558,4,20,0.2,185,319,0.58,0.563,68,97,0.701,73,194,267,30,7,27,51,108,450,"","15.6",".589",".059",".286","9.2","25.2","17.0","5.5","0.4","2.7","11.8","21.2","0.7","0.7","1.4",".077","-2.1","-1.4","-3.5","-0.3"
"JaMychal Green","PF",32,"274","57","797","GSW",1,136,252,0.54,42,111,0.378,94,141,0.667,0.623,52,67,0.776,72,133,205,51,25,23,52,105,366,"","15.5",".650",".440",".266","10.1","18.0","14.1","8.9","1.5","2.5","15.6","17.5","1.2","1.0","2.2",".133","-0.7","0.2","-0.5","0.3"
"Jared Butler","PG",22,"465","6","77","OKC",1,15,32,0.469,7,14,0.5,8,18,0.444,0.578,0,0,NA,1,3,4,8,5,0,5,5,37,"","13.0",".578",".438",".000","1.4","4.3","2.8","15.0","3.1","0.0","13.5","20.1","0.0","0.1","0.1",".061","-2.2","-0.4","-2.6","0.0"
"Jared Rhoden","SG",23,"452","14","198","DET",0,17,44,0.386,5,20,0.25,12,24,0.5,0.443,6,6,1,11,26,37,4,4,1,3,23,45,"","6.5",".482",".455",".136","6.0","15.0","10.4","2.8","1.0","0.4","6.0","10.7","0.0","0.1","0.1",".027","-5.0","-1.1","-6.1","-0.2"
"Jaren Jackson Jr.","C",23,"69","63","1787","MEM",63,416,822,0.506,100,282,0.355,316,540,0.585,0.567,241,306,0.788,108,318,426,60,65,189,107,227,1173,"DPOY-1,AS","21.6",".613",".343",".372","6.4","18.8","12.6","5.0","1.7","9.6","10.1","24.7","2.8","3.8","6.6",".177","0.7","2.0","2.8","2.2"
"Jarred Vanderbilt","PF",23,"191","26","625","LAL",24,74,140,0.529,10,33,0.303,64,107,0.598,0.564,29,37,0.784,49,124,173,42,30,6,29,57,187,"","13.2",".598",".236",".264","8.7","20.6","14.8","8.8","2.3","0.8","15.7","12.5","0.6","0.9","1.5",".118","-1.7","1.9","0.2","0.4"
"Jarred Vanderbilt","PF",23,"191","52","1254","UTA",41,173,311,0.556,19,57,0.333,154,254,0.606,0.587,67,102,0.657,121,288,409,142,53,15,68,133,432,"","16.0",".607",".183",".328","10.6","24.5","17.6","15.3","2.0","1.0","16.0","14.1","2.1","1.6","3.6",".139","0.0","1.5","1.5","1.1"
"Jarred Vanderbilt","PF",23,"191","78","1879","TOT",65,247,451,0.548,29,90,0.322,218,361,0.604,0.58,96,139,0.691,170,412,582,184,83,21,97,190,619,"","15.1",".604",".200",".308","10.0","23.2","16.7","13.1","2.1","0.9","15.9","13.6","2.7","2.5","5.2",".132","-0.6","1.6","1.1","1.5"
"Jarrell Brantley","PF",26,"484","4","39","UTA",0,8,14,0.571,4,9,0.444,4,5,0.8,0.714,2,2,1,1,5,6,3,0,2,2,3,22,"","18.5",".739",".643",".143","2.8","13.7","8.3","11.4","0.0","4.3","11.8","18.1","0.1","0.0","0.1",".160","3.1","0.4","3.5","0.1"
"Jarrett Allen","C",24,"103","68","2220","CLE",68,403,626,0.644,1,10,0.1,402,616,0.653,0.645,162,221,0.733,221,445,666,113,54,84,93,153,969,"","19.9",".670",".016",".353","11.7","23.6","17.7","7.5","1.2","3.5","11.4","16.4","5.5","4.0","9.5",".205","1.3","1.0","2.4","2.4"
"Jarrett Culver","SF",23,"453","10","137","ATL",1,17,43,0.395,1,12,0.083,16,31,0.516,0.407,9,13,0.692,10,28,38,6,6,2,7,14,44,"","9.5",".452",".279",".302","7.9","22.6","15.2","5.5","2.1","1.2","12.6","17.1","-0.1","0.2","0.0",".014","-4.8","0.6","-4.2","-0.1"
"Jason Preston","PG",23,"462","14","124","LAC",0,18,41,0.439,5,18,0.278,13,23,0.565,0.5,0,2,0,2,20,22,27,2,0,10,7,41,"","10.3",".489",".439",".049","1.8","17.9","9.9","30.9","0.8","0.0","19.3","18.3","0.0","0.1","0.1",".021","-2.1","-0.5","-2.6","0.0"
"JaVale McGee","C",35,"359","42","355","DAL",7,80,125,0.64,2,5,0.4,78,120,0.65,0.648,24,41,0.585,30,77,107,11,4,26,36,54,186,"","17.2",".650",".040",".328","9.7","25.5","17.5","5.2","0.6","6.5","20.1","22.8","0.1","0.5","0.6",".076","-3.6","-0.1","-3.7","-0.1"
"Javonte Green","SF",29,"375","32","480","CHI",1,61,108,0.565,13,35,0.371,48,73,0.658,0.625,30,45,0.667,27,61,88,23,24,21,20,52,165,"","14.5",".646",".324",".417","6.5","14.2","10.4","6.4","2.4","4.2","13.5","13.6","0.6","0.8","1.4",".142","-1.1","2.5","1.4","0.4"
"Jaxson Hayes","C",22,"334","47","610","NOP",2,86,156,0.551,3,29,0.103,83,127,0.654,0.561,58,83,0.699,39,93,132,34,20,19,31,67,233,"","13.7",".605",".186",".532","7.3","17.3","12.3","7.7","1.6","3.0","13.9","15.7","0.6","0.9","1.5",".118","-2.2","1.0","-1.2","0.1"
"Jay Huff","C",24,"443","7","95","WAS",0,15,25,0.6,6,12,0.5,9,13,0.692,0.72,15,16,0.938,6,15,21,10,3,4,5,15,51,"","22.3",".796",".480",".640","7.3","16.9","12.3","14.7","1.5","3.6","13.5","16.9","0.4","0.1","0.5",".261","2.8","1.2","4.0","0.1"
"Jay Scrubb","SG",22,"504","2","30","ORL",0,5,7,0.714,2,2,1,3,5,0.6,0.857,1,2,0.5,0,6,6,1,2,0,3,2,13,"","14.2",".825",".286",".286","0.0","22.7","11.3","5.0","3.2","0.0","27.6","15.6","0.0","0.0","0.1",".083","-2.9","1.0","-1.9","0.0"
"Jaylen Brown","SF",26,"14","67","2405","BOS",67,679,1383,0.491,163,487,0.335,516,896,0.576,0.55,263,344,0.765,78,381,459,232,75,26,197,172,1784,"AS,NBA2","19.1",".581",".352",".249","3.6","17.0","10.4","16.5","1.5","0.9","11.4","31.4","1.6","3.4","5.0",".100","1.5","-0.2","1.3","2.0"
"Jaylen Nowell","SG",23,"152","65","1252","MIN",2,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,36,134,170,132,42,5,65,101,704,"","13.7",".527",".371",".158","3.3","11.7","7.6","15.9","1.6","0.3","8.9","25.0","0.0","1.2","1.2",".046","-1.5","-1.0","-2.5","-0.2"
"Jaylin Williams","C",20,"306","49","914","OKC",36,102,234,0.436,46,113,0.407,56,121,0.463,0.534,38,54,0.704,44,197,241,76,28,12,37,111,288,"","11.2",".559",".483",".231","5.1","23.6","14.1","10.7","1.5","1.2","12.6","13.5","0.7","1.2","1.9",".099","-2.3","0.6","-1.7","0.1"
"Jayson Tatum","SF",24,"1","74","2732","BOS",74,727,1559,0.466,240,686,0.35,487,873,0.558,0.543,531,622,0.854,78,571,649,342,78,51,213,160,2225,"MVP-4,CPOY-10,AS,NBA1","23.7",".607",".440",".399","3.2","22.5","13.0","20.9","1.4","1.6","10.4","32.7","6.2","4.3","10.5",".185","4.8","0.7","5.5","5.1"
"JD Davison","SG",20,"494","12","66","BOS",0,8,19,0.421,2,7,0.286,6,12,0.5,0.474,1,2,0.5,2,7,9,11,2,2,4,5,19,"","10.1",".478",".368",".105","3.4","11.4","7.4","22.4","1.5","2.6","16.8","15.8","0.0","0.1","0.1",".059","-4.5","0.4","-4.2","0.0"
"Jeenathan Williams","SG",23,"440","5","127","POR",4,24,39,0.615,3,8,0.375,21,31,0.677,0.654,2,3,0.667,10,5,15,10,3,2,4,13,53,"","15.5",".657",".205",".077","9.0","4.6","6.8","12.1","1.2","1.4","9.0","15.2","0.3","0.0","0.3",".120","-1.0","-2.1","-3.0","0.0"
"Jeff Dowtin","PG",25,"433","25","259","TOR",0,25,57,0.439,5,16,0.313,20,41,0.488,0.482,6,9,0.667,6,17,23,31,9,3,5,13,61,"","9.9",".500",".281",".158","2.4","8.0","5.0","15.5","1.7","1.1","7.6","10.9","0.2","0.2","0.4",".076","-2.8","0.9","-1.9","0.0"
"Jeff Green","PF",36,"248","56","1091","DEN",4,160,328,0.488,30,104,0.288,130,224,0.58,0.534,87,117,0.744,38,106,144,69,18,17,46,99,437,"","11.0",".576",".317",".357","4.1","10.9","7.6","8.3","0.8","1.4","10.8","17.0","0.8","0.8","1.7",".074","-2.4","-1.0","-3.4","-0.4"
"Jerami Grant","PF",28,"52","63","2246","POR",63,434,913,0.475,144,359,0.401,290,554,0.523,0.554,278,342,0.813,53,230,283,150,51,53,116,152,1290,"","16.0",".606",".393",".375","2.7","11.9","7.2","10.3","1.1","2.1","9.8","22.8","3.1","1.0","4.1",".087","1.2","-1.4","-0.2","1.0"
"Jeremiah Robinson-Earl","PF",22,"302","43","814","OKC",20,110,248,0.444,37,111,0.333,73,137,0.533,0.518,35,42,0.833,71,109,180,43,24,11,19,71,292,"","13.0",".548",".448",".169","9.2","14.7","11.9","7.0","1.4","1.2","6.7","14.6","1.1","0.8","1.9",".111","-0.8","-0.7","-1.5","0.1"
"Jeremy Sochan","PF",19,"195","56","1458","SAS",53,250,552,0.453,33,134,0.246,217,418,0.519,0.483,81,116,0.698,95,200,295,142,43,23,97,138,614,"","11.4",".509",".243",".210","6.9","15.6","11.0","13.6","1.4","1.3","13.9","19.8","-0.5","0.7","0.2",".005","-2.8","-1.2","-4.0","-0.7"
"Jericho Sims","C",24,"365","52","812","NYK",16,83,107,0.776,0,1,0,83,106,0.783,0.776,12,16,0.75,99,143,242,25,15,28,27,96,178,"","13.8",".780",".009",".150","13.3","19.4","16.4","4.0","0.9","3.2","19.1","7.4","1.6","0.9","2.6",".153","-1.0","0.5","-0.5","0.3"
"Jevon Carter","PG",27,"176","81","1810","MIL",39,239,565,0.423,142,337,0.421,97,228,0.425,0.549,31,38,0.816,35,167,202,197,66,29,78,158,651,"","10.9",".560",".596",".067","2.1","9.3","5.8","14.5","1.7","1.3","11.8","15.3","1.2","2.3","3.5",".092","-1.9","1.2","-0.6","0.6"
