"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Chris Singleton","PF",23,"300","57","924","WAS",11,92,241,0.382,7,36,0.194,85,205,0.415,0.396,40,70,0.571,51,133,184,37,38,24,45,124,231,"","7.8",".425",".149",".290","6.1","16.1","11.0","6.3","2.1","2.1","14.2","15.7","-1.0","1.5","0.5",".028","-5.6","1.3","-4.3","-0.6"
"Chris Wilcox","C",30,"290","61","830","BOS",7,110,153,0.719,0,1,0,110,152,0.724,0.719,39,58,0.672,55,125,180,22,32,28,34,125,259,"","15.3",".725",".007",".379","8.1","17.3","12.8","4.2","2.0","2.7","16.0","12.1","1.8","1.3","3.1",".181","-1.5","1.5","0.0","0.4"
"Chris Wright","SG",23,"461","3","4","DAL",0,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0,0,0,0,0,0,1,0,2,"","-1.9",".500",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","33.3","34.2","0.0","0.0","0.0","-0.375","-10.8","-8.5","-19.2","0.0"
"Chuck Hayes","C",29,"316","74","1209","SAC",1,84,190,0.442,0,1,0,84,189,0.444,0.442,30,48,0.625,113,186,299,112,31,18,44,114,198,"","10.7",".469",".005",".253","10.5","18.2","14.2","13.1","1.3","1.2","17.2","9.4","1.1","0.4","1.5",".060","-1.2","-0.2","-1.4","0.2"
"Cole Aldrich","C",24,"379","15","175","SAC",0,21,37,0.568,0,0,NA,21,37,0.568,0.568,8,11,0.727,18,45,63,3,2,14,9,19,50,"","15.7",".598",".000",".297","11.5","30.4","20.7","2.6","0.6","6.3","17.7","12.9","0.2","0.2","0.4",".109","-1.0","0.5","-0.5","0.1"
"Cole Aldrich","C",24,"379","30","213","HOU",0,23,43,0.535,0,0,NA,23,43,0.535,0.535,4,9,0.444,12,45,57,6,3,9,14,41,50,"","7.3",".532",".000",".209","6.5","23.7","15.2","4.1","0.7","3.2","23.0","12.5","-0.1","0.3","0.2",".038","-5.6","0.6","-5.0","-0.2"
"Corey Brewer","SF",26,"77","82","2003","DEN",2,375,883,0.425,91,307,0.296,284,576,0.493,0.476,149,216,0.69,55,180,235,124,118,23,102,154,990,"6MOY-8","14.7",".506",".348",".245","3.1","9.9","6.6","9.5","3.0","0.9","9.4","23.4","1.7","2.2","3.9",".093","-0.2","0.6","0.4","1.2"
"Corey Maggette","SF",33,"384","18","257","DET",0,27,76,0.355,5,21,0.238,22,55,0.4,0.388,36,48,0.75,5,20,25,19,6,2,17,42,95,"","7.9",".489",".276",".632","2.2","9.1","5.6","11.4","1.2","0.6","14.9","20.2","0.0","0.1","0.1",".017","-4.9","-0.9","-5.9","-0.2"
"Cory Higgins","SG",23,"440","6","32","CHA",0,6,19,0.316,1,5,0.2,5,14,0.357,0.342,1,2,0.5,1,2,3,5,3,0,0,5,14,"","12.6",".352",".263",".105","3.5","7.4","5.4","29.8","4.9","0.0","0.0","28.3","0.0","0.0","0.0","-0.022","-3.5","0.2","-3.3","0.0"
"Cory Joseph","PG",21,"357","28","388","SAS",9,51,110,0.464,6,21,0.286,45,89,0.506,0.491,18,21,0.857,12,40,52,53,15,4,21,25,126,"","13.5",".528",".191",".191","3.8","11.3","7.7","20.2","2.0","0.7","15.0","16.6","0.4","0.5","0.9",".113","-1.2","0.8","-0.4","0.2"
"Courtney Lee","SG",27,"174","78","1941","BOS",39,246,530,0.464,58,156,0.372,188,374,0.503,0.519,62,72,0.861,31,159,190,143,89,21,84,139,612,"","11.7",".545",".294",".136","1.9","9.4","5.8","11.7","2.4","0.9","13.0","15.7","0.9","2.4","3.3",".082","-1.8","1.2","-0.5","0.7"
"D.J. Augustin","PG",25,"253","76","1226","IND",5,103,294,0.35,67,190,0.353,36,104,0.346,0.464,83,99,0.838,20,71,91,170,34,3,68,64,356,"","11.0",".527",".646",".337","1.9","6.3","4.1","21.6","1.5","0.2","16.8","15.1","1.4","1.5","2.8",".112","-0.7","0.1","-0.6","0.5"
"D.J. White","PF",26,"426","12","86","BOS",0,12,23,0.522,0,0,NA,12,23,0.522,0.522,5,9,0.556,4,9,13,4,1,6,2,5,29,"","14.7",".538",".000",".391","5.7","12.0","8.9","7.5","0.6","5.5","6.9","15.9","0.1","0.1","0.2",".117","-0.6","-0.3","-0.9","0.0"
"Daequan Cook","SG",25,"352","16","165","HOU",1,21,59,0.356,11,30,0.367,10,29,0.345,0.449,2,3,0.667,5,13,18,10,6,2,6,13,55,"","8.8",".456",".508",".051","3.5","8.8","6.2","9.1","1.8","0.9","9.0","17.6","0.0","0.1","0.1",".030","-1.3","-0.2","-1.6","0.0"
"Daequan Cook","SG",25,"352","33","276","CHI",0,30,108,0.278,15,61,0.246,15,47,0.319,0.347,7,9,0.778,2,41,43,9,2,5,9,13,82,"","4.0",".366",".565",".083","0.8","17.3","8.9","5.2","0.4","1.4","7.4","20.1","-0.6","0.3","-0.3","-0.048","-4.8","-2.0","-6.8","-0.3"
"Dahntay Jones","SF",32,"289","28","381","ATL",4,32,82,0.39,3,12,0.25,29,70,0.414,0.409,21,31,0.677,11,20,31,20,12,1,16,46,88,"","5.4",".460",".146",".378","3.4","5.9","4.7","7.6","1.6","0.2","14.3","13.6","-0.2","0.3","0.1",".015","-6.2","-0.4","-6.6","-0.4"
"Dahntay Jones","SF",32,"289","50","635","DAL",15,50,140,0.357,8,37,0.216,42,103,0.408,0.386,66,82,0.805,13,57,70,28,10,5,22,73,174,"","6.9",".494",".264",".586","2.3","9.8","6.1","6.1","0.8","0.6","11.1","14.2","0.2","0.3","0.4",".033","-4.0","-0.8","-4.8","-0.4"
"DaJuan Summers","PF",25,"460","2","7","LAC",0,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,0,NA,0,2,2,1,0,0,0,0,2,"","4.3",".250",".000",".000","0.0","33.5","17.0","21.7","0.0","0.0","0.0","26.1","0.0","0.0","0.0","-0.124","-6.3","-2.6","-8.9","0.0"
"Damian Lillard","PG",22,"9","82","3167","POR",82,553,1288,0.429,185,503,0.368,368,785,0.469,0.501,271,321,0.844,42,215,257,531,74,19,243,172,1562,"ROY-1","16.4",".546",".391",".249","1.5","8.0","4.7","28.8","1.2","0.5","14.5","24.2","5.1","0.7","5.8",".088","2.1","-1.9","0.3","1.8"
"Damien Wilkins","SG",33,"238","61","1095","PHI",21,145,316,0.459,17,51,0.333,128,265,0.483,0.486,81,109,0.743,32,73,105,91,37,18,49,98,388,"","12.5",".533",".161",".345","3.2","7.8","5.4","12.9","1.8","1.3","11.9","17.4","1.0","0.9","1.9",".083","-2.3","0.1","-2.2","-0.1"
"Damion James","SF",25,"466","2","0","BRK",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,0,0,0,"","","","","","","","","","","","","","0.0","0.0","0.0","","-3.8","17.8","14.0","0.0"
"Daniel Gibson","PG",26,"293","46","919","CLE",3,84,247,0.34,56,163,0.344,28,84,0.333,0.453,26,37,0.703,5,55,60,82,30,4,31,89,250,"","7.7",".475",".660",".150","0.6","7.3","3.8","13.4","1.7","0.4","10.5","14.3","0.3","0.2","0.5",".026","-2.8","-0.6","-3.4","-0.3"
"Daniel Orton","C",22,"419","13","104","OKC",0,12,26,0.462,0,0,NA,12,26,0.462,0.462,9,17,0.529,13,13,26,4,4,3,4,13,33,"","14.0",".493",".000",".654","15.5","13.4","14.3","5.7","2.0","2.2","10.7","16.4","0.1","0.1","0.3",".135","-2.6","-0.4","-3.1","0.0"
"Danilo Gallinari","SF",24,"48","71","2309","DEN",71,364,871,0.418,135,362,0.373,229,509,0.45,0.495,286,348,0.822,65,302,367,176,64,36,111,130,1149,"","16.7",".561",".416",".400","3.2","14.4","8.9","11.2","1.4","1.2","9.8","21.3","5.2","2.0","7.2",".151","2.9","-0.1","2.8","2.8"
"Danny Granger","SF",29,"427","5","74","IND",0,10,35,0.286,2,10,0.2,8,25,0.32,0.314,5,8,0.625,3,6,9,3,2,1,4,6,27,"","4.0",".350",".286",".229","4.6","8.9","6.8","6.9","1.4","1.0","9.4","26.2","-0.2","0.1","-0.1","-0.075","-6.3","-2.4","-8.7","-0.1"
"Danny Green","SG",25,"107","80","2201","SAS",80,297,663,0.448,177,413,0.429,120,250,0.48,0.581,67,79,0.848,36,208,244,141,92,54,94,124,838,"","14.1",".600",".623",".119","2.0","10.3","6.4","9.5","2.1","1.8","11.9","16.6","2.6","3.2","5.9",".128","1.4","1.4","2.8","2.7"
"Dante Cunningham","PF",25,"148","80","2010","MIN",9,314,671,0.468,0,6,0,314,665,0.472,0.468,67,103,0.65,142,266,408,67,84,38,56,153,695,"","13.3",".485",".009",".154","7.8","15.6","11.6","5.7","2.2","1.5","7.3","17.2","1.1","2.4","3.5",".084","-1.8","0.4","-1.4","0.3"
"Darius Johnson-Odom","SG",23,"467","4","6","LAL",0,0,4,0,0,1,0,0,3,0,0,0,0,NA,1,3,4,1,0,0,0,0,0,"","-6.7",".000",".250",".000","18.9","53.7","36.7","21.7","0.0","0.0","0.0","29.7","-0.1","0.0","-0.1","-0.439","-15.0","-6.0","-21.0","0.0"
"Darius Miller","SF",22,"366","52","694","NOH",2,44,108,0.407,22,56,0.393,22,52,0.423,0.509,8,8,1,8,70,78,44,17,12,23,89,118,"","6.3",".529",".519",".074","1.3","12.2","6.7","9.3","1.3","1.4","17.1","9.0","0.2","0.3","0.5",".034","-3.6","0.9","-2.7","-0.1"
"Darius Morris","PG",22,"319","48","683","LAL",17,73,188,0.388,24,66,0.364,49,122,0.402,0.452,24,37,0.649,24,33,57,76,21,2,45,58,194,"","8.1",".475",".351",".197","4.0","5.2","4.6","16.8","1.6","0.2","18.1","16.2","-0.1","0.3","0.2",".016","-3.3","-0.9","-4.2","-0.4"
"Darko Miličić","C",27,"469","1","5","BOS",0,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,0,0,2,1,0,"","-30.2",".000",".000",".000","0.0","22.9","11.8","0.0","0.0","0.0","66.7","28.4","-0.1","0.0","-0.1","-0.779","-32.8","-5.5","-38.3","0.0"
"Darrell Arthur","PF",24,"252","59","970","MEM",3,162,359,0.451,5,18,0.278,157,341,0.46,0.458,33,46,0.717,68,101,169,33,24,33,43,126,362,"","11.8",".477",".050",".128","8.1","12.5","10.3","5.9","1.3","2.8","10.2","20.1","0.2","1.5","1.7",".084","-2.8","0.4","-2.4","-0.1"
"Darren Collison","PG",25,"79","81","2372","DAL",47,341,724,0.471,48,136,0.353,293,588,0.498,0.504,242,275,0.88,31,188,219,415,100,8,173,139,972,"","16.3",".575",".188",".380","1.5","8.7","5.1","26.8","2.2","0.3","17.0","19.6","4.0","1.7","5.6",".114","0.4","-0.3","0.1","1.3"
"David Lee","PF",29,"14","79","2907","GSW",79,602,1160,0.519,0,4,0,602,1156,0.521,0.519,255,320,0.797,218,668,886,279,67,22,207,246,1459,"MVP-12,AS,NBA3","19.2",".561",".003",".276","8.5","24.5","16.8","16.5","1.2","0.6","13.7","23.2","5.4","3.7","9.1",".150","1.4","0.4","1.8","2.8"
"David West","PF",32,"37","73","2435","IND",73,502,1009,0.498,4,19,0.211,498,990,0.503,0.5,242,315,0.768,145,418,563,213,74,69,157,149,1250,"","20.1",".545",".019",".312","6.8","18.8","12.9","16.8","1.6","2.1","12.0","24.4","4.4","4.7","9.1",".179","2.4","1.5","4.0","3.7"
"DeAndre Jordan","C",24,"134","82","2010","LAC",82,314,488,0.643,0,0,NA,314,488,0.643,0.643,96,249,0.386,210,384,594,28,48,112,100,192,724,"","17.2",".606",".000",".510","12.7","22.4","17.6","2.2","1.3","4.7","14.3","15.9","3.0","3.2","6.2",".148","-0.1","-0.2","-0.2","0.9"
"DeAndre Liggins","SG",24,"403","39","290","OKC",1,21,47,0.447,7,19,0.368,14,28,0.5,0.521,9,18,0.5,13,40,53,15,18,3,14,33,58,"","9.4",".528",".404",".383","5.5","14.7","10.5","7.2","3.2","0.8","20.3","10.8","0.1","0.5","0.6",".092","-3.2","2.5","-0.7","0.1"
"DeJuan Blair","PF",23,"263","61","851","SAS",16,142,271,0.524,0,1,0,142,270,0.526,0.524,44,70,0.629,66,164,230,45,37,10,49,112,328,"","14.6",".543",".004",".258","9.5","21.1","15.6","8.3","2.2","0.9","14.0","19.0","0.7","1.5","2.2",".126","-2.4","0.8","-1.6","0.1"
"DeMar DeRozan","SG",23,"11","82","3013","TOR",82,548,1231,0.445,34,120,0.283,514,1111,0.463,0.459,355,427,0.831,48,272,320,204,76,24,151,173,1485,"","14.7",".523",".097",".347","1.9","10.9","6.3","12.0","1.3","0.6","9.6","24.2","3.1","1.6","4.7",".075","-0.2","-1.2","-1.4","0.4"
"DeMarcus Cousins","C",22,"34","75","2289","SAC",74,482,1036,0.465,4,22,0.182,478,1014,0.471,0.467,312,423,0.738,222,524,746,199,108,55,225,269,1280,"","20.2",".524",".021",".408","10.9","27.0","18.7","15.3","2.4","1.9","15.5","28.1","2.0","2.3","4.4",".092","0.7","-0.5","0.2","1.2"
"DeMarre Carroll","SF",26,"236","66","1111","UTA",12,149,324,0.46,20,70,0.286,129,254,0.508,0.491,75,98,0.765,87,101,188,61,58,24,34,119,393,"","15.5",".535",".216",".302","9.1","10.8","9.9","8.7","2.8","1.7","8.5","16.4","2.0","1.1","3.1",".134","0.4","0.9","1.3","0.9"
"DeQuan Jones","SF",22,"298","63","803","ORL",17,95,218,0.436,9,35,0.257,86,183,0.47,0.456,34,51,0.667,17,88,105,16,19,22,30,55,233,"","8.4",".485",".161",".234","2.4","12.4","7.4","3.0","1.2","2.1","11.1","15.3","-0.3","0.4","0.1",".007","-3.8","-0.8","-4.5","-0.5"
"Derek Fisher","PG",38,"332","33","575","2TM",9,55,161,0.342,30,80,0.375,25,81,0.309,0.435,35,38,0.921,2,35,37,47,19,3,30,55,175,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derek Fisher","PG",38,"332","9","229","DAL",9,23,65,0.354,10,23,0.435,13,42,0.31,0.431,21,23,0.913,0,15,15,31,5,2,18,24,77,"","8.7",".513",".354",".354","0.0","7.2","3.6","19.5","1.1","0.7","19.3","18.5","0.0","0.1","0.1",".016","-2.9","-0.8","-3.7","-0.1"
"Derek Fisher","SG",38,"332","24","346","OKC",0,32,96,0.333,20,57,0.351,12,39,0.308,0.438,14,15,0.933,2,20,22,16,14,1,12,31,98,"","7.0",".478",".594",".156","0.7","6.2","3.6","6.6","2.1","0.2","10.5","15.1","0.0","0.3","0.3",".046","-3.2","0.0","-3.2","-0.1"
"Deron Williams","PG",28,"12","78","2842","BRK",78,495,1124,0.44,169,447,0.378,326,677,0.482,0.516,317,369,0.859,29,203,232,604,75,30,218,194,1476,"","20.3",".574",".398",".328","1.2","8.5","4.8","37.5","1.4","0.8","14.5","24.4","9.1","1.8","10.9",".184","4.5","-0.7","3.8","4.2"
"Derrick Favors","PF",21,"133","77","1787","UTA",8,274,568,0.482,0,5,0,274,563,0.487,0.482,179,260,0.688,184,362,546,75,67,130,129,247,727,"","17.5",".533",".009",".458","11.9","24.0","17.9","6.8","2.0","5.7","15.9","20.6","1.5","2.9","4.4",".117","-1.6","1.1","-0.5","0.7"
"Derrick Williams","PF",21,"85","78","1916","MIN",56,338,786,0.43,65,196,0.332,273,590,0.463,0.471,192,272,0.706,96,334,430,46,44,37,101,127,933,"","14.5",".515",".249",".346","5.6","20.6","12.8","4.2","1.2","1.5","10.0","23.5","1.0","2.1","3.0",".076","-0.5","-1.0","-1.5","0.2"
"DeSagana Diop","C",31,"435","22","226","CHA",1,8,27,0.296,0,1,0,8,26,0.308,0.296,0,1,0,10,41,51,13,5,16,8,19,16,"","6.6",".292",".037",".037","4.9","21.4","12.9","8.5","1.2","5.7","22.6","7.1","-0.3","0.2","-0.1","-0.017","-5.2","0.5","-4.7","-0.2"
"DeShawn Stevenson","SG",31,"279","56","1158","ATL",31,98,262,0.374,76,209,0.364,22,53,0.415,0.519,12,23,0.522,18,104,122,52,29,6,23,69,284,"","8.1",".522",".798",".088","1.8","10.1","6.0","6.5","1.3","0.4","7.8","11.8","0.5","0.9","1.5",".061","-2.0","-0.4","-2.4","-0.1"
"Devin Ebanks","SF",23,"400","19","197","LAL",3,24,73,0.329,6,22,0.273,18,51,0.353,0.37,11,14,0.786,10,31,41,10,3,1,11,23,65,"","6.3",".411",".301",".192","5.7","16.9","11.5","7.8","0.8","0.4","12.2","20.4","-0.2","0.1","-0.1","-0.025","-5.3","-2.5","-7.7","-0.3"
"Devin Harris","SG",29,"182","58","1421","ATL",34,194,443,0.438,77,230,0.335,117,213,0.549,0.525,112,154,0.727,6,110,116,197,64,13,88,103,577,"","14.6",".565",".519",".348","0.5","8.7","4.7","21.7","2.3","0.7","14.7","19.5","1.8","1.5","3.3",".111","-0.5","0.6","0.1","0.8"
"Dexter Pittman","C",24,"451","4","12","MIA",0,3,5,0.6,0,0,NA,3,5,0.6,0.6,0,0,NA,4,3,7,0,0,0,2,4,6,"","17.0",".600",".000",".000","43.5","29.1","35.9","0.0","0.0","0.0","28.6","27.9","0.0","0.0","0.0",".114","-6.0","-5.4","-11.3","0.0"
"Dexter Pittman","C",24,"451","7","20","MEM",0,1,6,0.167,0,0,NA,1,6,0.167,0.167,0,3,0,3,2,5,0,0,0,1,4,2,"","-7.7",".137",".000",".500","17.4","12.0","14.8","0.0","0.0","0.0","12.0","19.2","-0.1","0.0","-0.1","-0.239","-15.9","-7.4","-23.2","-0.1"
"Diante Garrett","PG",24,"417","19","149","PHO",0,16,49,0.327,3,15,0.2,13,34,0.382,0.357,5,10,0.5,5,10,15,31,10,0,16,5,40,"","9.0",".375",".306",".204","3.7","7.8","5.7","31.3","3.4","0.0","23.1","20.7","-0.3","0.1","-0.2","-0.073","-3.6","-0.9","-4.4","-0.1"
"Dion Waiters","SG",21,"93","61","1756","CLE",48,336,815,0.412,63,203,0.31,273,612,0.446,0.451,159,213,0.746,22,127,149,183,59,16,121,113,894,"ROY-5","13.7",".492",".249",".261","1.4","8.8","4.9","18.4","1.7","0.7","11.8","26.1","0.3","0.6","0.9",".026","-0.4","-1.8","-2.1","-0.1"
"Dirk Nowitzki","PF",34,"89","53","1661","DAL",47,343,728,0.471,65,157,0.414,278,571,0.487,0.516,166,193,0.86,37,326,363,132,38,37,70,93,917,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominic McGuire","SF",27,"409","15","230","TOR",9,15,32,0.469,0,0,NA,15,32,0.469,0.469,2,6,0.333,11,37,48,10,5,8,7,26,32,"","7.5",".462",".000",".188","5.6","19.5","12.4","6.4","1.2","2.8","16.8","8.4","0.0","0.2","0.2",".045","-3.8","1.0","-2.8","0.0"
"Dominic McGuire","SF",27,"409","2","12","IND",1,0,3,0,0,0,NA,0,3,0,0,0,2,0,1,1,2,1,0,0,0,0,0,"","-6.0",".000",".000",".667","9.5","9.1","9.3","11.5","0.0","0.0","0.0","14.7","-0.1","0.0","-0.1","-0.239","-9.1","-5.1","-14.2","0.0"
"Dominic McGuire","SF",27,"409","9","145","NOH",0,9,21,0.429,0,0,NA,9,21,0.429,0.429,1,2,0.5,7,21,28,9,8,3,5,13,19,"","9.1",".434",".000",".095","5.7","17.6","11.5","9.1","3.0","1.7","18.6","8.6","0.0","0.1","0.1",".043","-3.1","2.5","-0.6","0.0"
"Dominique Jones","PG",24,"369","29","338","DAL",3,40,109,0.367,1,9,0.111,39,100,0.39,0.372,35,53,0.66,18,27,45,83,14,2,38,29,116,"","12.4",".438",".083",".486","6.0","8.7","7.4","36.2","2.1","0.5","22.3","23.0","-0.2","0.2","0.0",".001","-1.7","-1.8","-3.4","-0.1"
"Donald Sloan","PG",25,"391","3","6","NOH",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,1,0,0,"","-3.3","","","","0.0","0.0","0.0","22.3","0.0","0.0","100.0","7.8","0.0","0.0","0.0","-0.212","-5.6","-3.7","-9.4","0.0"
"Donald Sloan","SG",25,"391","20","257","CLE",0,27,78,0.346,7,19,0.368,20,59,0.339,0.391,20,25,0.8,3,25,28,37,5,0,13,17,81,"","9.9",".455",".244",".321","1.3","11.8","6.3","22.0","1.0","0.0","12.7","17.7","0.1","0.0","0.1",".022","-1.7","-1.2","-2.9","-0.1"
"Donald Sloan","SG",25,"391","23","263","2TM",0,27,78,0.346,7,19,0.368,20,59,0.339,0.391,20,25,0.8,3,25,28,38,5,0,14,17,81,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donatas Motiejūnas","PF",22,"294","44","538","HOU",14,97,213,0.455,24,83,0.289,73,130,0.562,0.512,32,51,0.627,36,57,93,31,7,10,37,73,250,"","12.2",".531",".390",".239","7.7","11.9","9.8","9.5","0.6","1.4","13.6","22.1","0.4","0.3","0.7",".061","-1.9","-1.6","-3.5","-0.2"
"Dorell Wright","SF",27,"132","79","1783","PHI",8,237,599,0.396,135,361,0.374,102,238,0.429,0.508,120,141,0.851,42,260,302,150,62,35,64,98,729,"","16.0",".551",".603",".235","2.6","17.0","9.6","13.1","1.8","1.5","8.8","18.7","2.8","2.1","4.9",".132","1.9","0.6","2.6","2.1"
"Doron Lamb","SG",21,"342","23","280","MIL",0,33,95,0.347,4,16,0.25,29,79,0.367,0.368,8,15,0.533,3,14,17,20,7,0,16,27,78,"","3.0",".384",".168",".158","1.1","5.6","3.3","10.6","1.3","0.0","13.6","18.3","-0.6","0.1","-0.4","-0.076","-7.1","-1.8","-8.9","-0.5"
"Doron Lamb","SG",21,"342","24","297","ORL",0,27,68,0.397,10,21,0.476,17,47,0.362,0.471,12,19,0.632,5,24,29,12,6,0,10,25,76,"","6.5",".498",".309",".279","1.9","9.1","5.5","5.8","1.1","0.0","11.6","13.2","0.0","0.1","0.1",".010","-4.2","-1.5","-5.7","-0.3"
"Draymond Green","SF",22,"303","79","1061","GSW",1,84,257,0.327,14,67,0.209,70,190,0.368,0.354,45,55,0.818,58,202,260,53,42,25,51,159,227,"","7.1",".404",".261",".214","6.2","20.3","13.5","7.0","2.0","1.8","15.4","14.0","-0.9","1.6","0.6",".028","-5.0","1.4","-3.6","-0.4"
"Drew Gooden","C",31,"407","16","151","MIL",0,20,61,0.328,1,5,0.2,19,56,0.339,0.336,11,16,0.688,13,18,31,6,5,6,9,21,52,"","7.7",".382",".082",".262","8.9","13.3","11.0","6.1","1.7","2.9","11.7","22.2","-0.3","0.2","-0.1","-0.034","-6.1","-0.6","-6.7","-0.2"
"Dwight Howard","C",27,"31","76","2722","LAL",76,470,813,0.578,1,6,0.167,469,807,0.581,0.579,355,721,0.492,251,694,945,108,84,186,225,291,1296,"DPOY-14,AS,NBA3","19.4",".573",".007",".887","10.4","27.4","19.1","6.6","1.6","4.9","16.6","22.2","2.8","4.8","7.6",".134","-0.6","1.1","0.6","1.8"
"Dwyane Wade","SG",31,"13","69","2391","MIA",69,569,1093,0.521,17,66,0.258,552,1027,0.537,0.528,308,425,0.725,86,258,344,352,128,56,194,140,1463,"MVP-10,DPOY-16,AS,NBA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E'Twaun Moore","SG",23,"180","75","1682","ORL",21,237,598,0.396,67,197,0.34,170,401,0.424,0.452,47,59,0.797,48,119,167,206,51,23,105,122,588,"","10.7",".471",".329",".099","3.2","8.0","5.6","19.1","1.6","1.1","14.4","19.7","-0.4","0.7","0.2",".006","-1.6","-0.7","-2.3","-0.1"
"Earl Barron","C",31,"418","1","37","NYK",1,5,14,0.357,0,0,NA,5,14,0.357,0.357,1,2,0.5,6,12,18,2,0,1,1,1,11,"","15.4",".370",".000",".143","18.4","39.3","28.5","8.7","0.0","2.3","6.3","20.1","0.0","0.1","0.1",".069","-1.3","-3.6","-4.9","0.0"
"Earl Barron","C",31,"418","11","122","WAS",1,13,37,0.351,0,0,NA,13,37,0.351,0.351,2,5,0.4,16,27,43,3,5,5,10,23,28,"","6.9",".357",".000",".135","14.4","24.7","19.5","3.9","2.1","3.2","20.3","18.4","-0.3","0.3","-0.1","-0.025","-8.3","-0.5","-8.9","-0.2"
"Earl Clark","PF",25,"225","59","1363","LAL",36,170,386,0.44,35,104,0.337,135,282,0.479,0.486,53,76,0.697,82,243,325,65,36,44,62,102,428,"","12.4",".510",".269",".197","6.8","19.1","13.1","7.4","1.3","2.3","12.9","15.7","0.7","1.5","2.3",".080","-1.2","0.5","-0.7","0.4"
"Earl Watson","PG",33,"382","48","829","UTA",4,37,120,0.308,5,28,0.179,32,92,0.348,0.329,17,25,0.68,23,64,87,190,40,8,69,94,96,"","7.7",".366",".233",".208","3.2","9.1","6.1","31.8","2.5","0.8","34.5","11.0","-0.6","0.7","0.0",".001","-3.9","0.4","-3.5","-0.3"
"Ed Davis","C",23,"169","45","1087","TOR",24,186,339,0.549,0,0,NA,186,339,0.549,0.549,66,102,0.647,95,205,300,55,25,38,45,111,438,"","18.1",".570",".000",".301","10.2","22.8","16.4","8.8","1.2","2.8","10.5","18.3","2.1","1.2","3.3",".147","0.7","-0.3","0.4","0.6"
"Ed Davis","PF",23,"169","36","544","MEM",4,74,143,0.517,0,0,NA,74,143,0.517,0.517,37,65,0.569,57,103,160,8,13,47,18,80,185,"","17.2",".539",".000",".455","12.1","22.8","17.4","2.4","1.3","7.1","9.5","16.1","0.8","1.2","2.1",".183","-2.0","1.9","-0.1","0.3"
"Ed Davis","PF",23,"169","81","1631","2TM",28,260,482,0.539,0,0,NA,260,482,0.539,0.539,103,167,0.617,152,308,460,63,38,85,63,191,623,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eddy Curry","C",30,"446","2","25","DAL",0,4,8,0.5,0,0,NA,4,8,0.5,0.5,1,4,0.25,2,2,4,0,0,0,3,7,9,"","-0.2",".461",".000",".500","9.1","8.7","8.9","0.0","0.0","0.0","23.5","23.3","-0.1","0.0","-0.1","-0.146","-11.2","-3.7","-14.9","-0.1"
"Ekpe Udoh","C",25,"266","76","1312","MIL",9,117,269,0.435,0,1,0,117,268,0.437,0.435,89,119,0.748,113,138,251,43,39,85,43,139,323,"","12.0",".503",".004",".442","8.9","11.7","10.3","4.7","1.5","4.7","11.8","12.1","1.1","1.5","2.7",".098","-2.8","1.1","-1.7","0.1"
"Elton Brand","C",33,"199","72","1527","DAL",18,226,478,0.473,0,1,0,226,477,0.474,0.473,66,93,0.71,130,300,430,70,50,90,57,192,518,"","15.2",".499",".002",".195","9.7","21.5","15.7","7.1","1.7","4.6","9.9","17.2","1.2","2.2","3.4",".107","-1.7","0.9","-0.9","0.4"
"Emeka Okafor","C",30,"127","79","2052","WAS",77,328,687,0.477,0,0,NA,328,687,0.477,0.477,109,191,0.571,199,493,692,93,45,77,107,145,765,"","15.8",".496",".000",".278","10.7","26.8","18.7","7.9","1.1","3.0","12.2","19.5","0.7","3.7","4.5",".104","-1.0","0.3","-0.7","0.7"
"Enes Freedom","C",20,"202","70","1078","UTA",2,206,379,0.544,1,1,1,205,378,0.542,0.545,93,117,0.795,135,169,304,31,28,32,101,116,506,"","17.6",".588",".003",".309","14.5","18.6","16.5","5.0","1.4","2.3","19.0","22.4","1.2","1.0","2.3",".101","-0.7","-1.4","-2.1","0.0"
